lambda (nm) & element & EP (eV) & depth & deltazeff (km) & I_l & D_l & I_l/2 & D_l/2 & I_c \\
670.77  &   Li I    &    0.00 &   .010& 109 &   -0.147&   -1.180 &  -0.146&  -1.132&  -0.144   \\
531.83  &   Sc II   &    1.36 &  .121&   121 &  -0.078&   -1.058&   -0.047&   -0.961&   -0.018 \\
552.68  &   Sc II   &    1.77 &  .688&   124 &  -1.774&   -2.425&   -0.349&   -1.025&   -0.042 \\
564.09  &   Sc II   &    1.50 &  .366&   126 &  -0.409&   -1.357&   -0.174&   -1.040&   -0.054 \\
624.56  &   Sc II   &    1.51 &  .302&   126 &  -0.413&   -1.339&   -0.223&   -1.070&   -0.111 \\
632.08  &   Sc II   &    1.50 &  .070&   121 &  -0.160&   -1.073&   -0.139&   -0.995&   -0.117 \\
401.32  &   Ti I    &   2.10  & .100 &  106&    0.156&   -1.000 &    0.166&    -0.921&   0.177 \\
406.02  &   Ti I    &   1.05  & .562 &  115&   -0.053&   -1.533 &    0.110&    -1.162&   0.168 \\
428.13  &   Ti I    &   0.81  & .384 &  115&    0.031&   -1.396 &    0.093&    -1.190&   0.130 \\
444.12  &   Ti I    &   1.87  & .112 &  108&    0.078&   -1.076 &    0.091&    -0.996&   0.104 \\
445.32  &   Ti I    &   1.43  & .724 &  106&   -1.155&   -2.013 &  -0.015&    -1.132&   0.103 \\
451.27  &   Ti I    &   0.84  & .761 &  107&   -1.619&   -2.303 &  -0.016&    -1.216&   0.093 \\
456.26  &   Ti I    &   0.02  & .150 &  117&    0.062&   -1.363 &   0.074&    -1.279&   0.085 \\
461.72  &   Ti I    &   1.75  & .718 &  104&   -1.343&   -2.033 &  -0.065&   -1.098&   0.077  \\
465.64  &   Ti I    &   0.00  & .762 &  111&   -1.749&   -2.493 &  -0.018&   -1.352&   0.071  \\
474.26  &   Ti I    &   2.24  & .376 &  108&   -0.133&   -1.261 &  -0.013&   -1.025&   0.058  \\
475.92  &   Ti I    &   2.25  & .564 &  107&   -0.504&   -1.546 &  -0.067&   -1.050&   0.056  \\
478.17  &   Ti I    &   0.85  & .146 &  113&    0.020&   -1.264 &   0.037&   -1.176&   0.053  \\
492.83  &   Ti I    &   2.15  & .339 &  109&   -0.136&   -1.257 &  -0.033&   -1.048&   0.032  \\
499.71  &   Ti I    &   0.00  & .391 &  120&   -0.103&   -1.606 &  -0.020&   -1.367&   0.023  \\
499.95  &   Ti I    &   0.83  & .833 &  101&   -3.275&   -3.625 &  -0.141&   -1.031&   0.022  \\
501.61  &   Ti I    &   0.85  & .699 &  108&   -1.489&   -2.236 &  -0.101&   -1.265&   0.020  \\
504.35  &   Ti I    &   0.84  & .173 &  113&   -0.029&   -1.303 &  -0.005&   -1.203&   0.016  \\
511.34  &   Ti I    &   1.44  & .314 &  112&   -0.124&   -1.344 &  -0.044&   -1.157&   0.007  \\
514.74  &   Ti I    &   0.00  & .454 &  120&   -0.190&   -1.707 &  -0.052&   -1.390&   0.003  \\
519.40  &   Ti I    &   2.10  & .123 &  107&   -0.047&   -1.116 &  -0.025&   -1.027&   -0.003 \\
521.03  &   Ti I    &   0.05  & .784 &  107&   -2.757&   -3.190 &  -0.143&   -1.330&   -0.005 \\
521.97  &   Ti I    &   0.02  & .303 &  119&   -0.094&   -1.534 &  -0.041&   -1.359&   -0.006 \\
522.43  &   Ti I    &   2.13  & .463 &  109&   -0.397&   -1.469 &  -0.115&   -1.099&   -0.007 \\
529.57  &   Ti I    &   1.07  & .138 &  112&   -0.056&   -1.268 &  -0.035&   -1.180&   -0.015 \\
542.62  &   Ti I    &   0.02  & .075 &  116&   -0.046&   -1.377 &  -0.039&    -1.316&   -0.031 \\
549.01  &   Ti I    &   1.46  & .244 &  111&   -0 141&   -1.315 &  -0.082&    -1.165&   -0.038 \\
564.85  &   Ti I    &   2.49  & .109 &  105&   -0.104&   -1.091 &  -0.080&   -1.001&   -0.055 \\
566.21  &   Ti I    &   2.32  & .233 &  107&   -0.185&   -1.214 &  -0.112&   -1.057&   -0.056 \\
578.59  &   Ti I    &   3.32  & .121 &  102&   -0.139&   -1.012 &  -0.105&   -0.903&   -0.069 \\
589.93  &   Ti I    &   1.05  & .326 &  114&   -0.260&   -1.494 &  -0.144&   -1.268&   -0.080 \\
596.58  &   Ti I    &   1.88  & .270 &  110&   -0.249&   -1.333 &  -0.151&   -1.146&   -0.087 \\
609.11  &   Ti I    &   2.27  & .148 &  107&   -0.176&   -1.178 &  -0.135&   -1.068&   -0.098 \\
612.62  &   Ti I    &   1.07  & .222 &  113&   -0.204&   -1.398 &  -0.145&   -1.251&   -0.101 \\
625.81  &   Ti I    &   1.44  & .494 &  110&   -0.832&   -1.817 &  -0.248&   -1.270&   -0.112 \\
659.91  &   Ti I    &   0.90  & .086 &  113&   -0.169&   -1.329 &  -0.153&   -1.256&   -0.137 \\
674.31  &   Ti I    &   0.90  & .158 &  114&   -0.218&   -1.395 &  -0.179&   -1.283 &     -0.147 \\
725.17  &   Ti I    &   1.43  & .289 &  112&   -0.414&   -1.514 &  -0.259&   -1.274 &     -0.175 \\
836.42  &   Ti I    &   0.84  & .155 &  115&   -0.301&   -1.461 &  -0.248&   -1.333&     -0.207 \\
838.25  &   Ti I    &   0.82  & .204 &  115&   -0.350&   -1.524 &  -0.264&   -1.353 &     -0.207 \\
841.23  &   Ti I    &   0.82  & .272 &  116&   -0.449&   -1.628 &  -0.289&   -1.378 &     -0.208 \\
843.56  &   Ti I    &   0.84  & .429 &  112&   -1.101&   -2.036 &  -0.359&   -1.416 &     -0.208 \\
439.58  &   Ti II   &    1.24 &  .746&   129&   -1.376&   -2.157&   -0.080&   -0.983&    0.112 \\
448.83  &   Ti II   &    3.12 &  .584&   110&   -0.777&   -1.316&   -0.137&   -0.711&    0.097 \\
449.35  &   Ti II   &    1.08 &  .392&   128&   -0.124&   -1.262&   0.018&   -0.995&     0.096 \\
463.63  &   Ti II   &    1.16 &  .221&   124&   -0.021&   -1.095&   0.031&   -0.955&     0.074 \\
465.72  &   Ti II   &    1.24 &  .585&   130&   -0.647&   -1.639&   -0.078&   -1.021&    0.071 \\
471.95  &   Ti II   &    1.24 &  .150&   121&    0.001&   -1.035&    0.032&   -0.931&    0.062 \\
487.40  &   Ti II   &    3.09 &  .402&   108&   -0.426&   -1.053&   -0.125&   -0.728&   0.040  \\
500.51  &   Ti II   &    1.57 &  .248&   121&   -0.126&   -1.100&   -0.042&   -0.932&   0.021  \\
506.90  &   Ti II   &    3.12 &  .180&   103&   -0.135&   -0.810&   -0.056&   -0.680&   0.013  \\
521.15  &   Ti II   &    2.58 &  .377&   114&   -0.425&   -1.146&   -0.153&   -0.833&   -0.005 \\
533.67  &   Ti II   &    1.57 &  .693&   126&   -1.709&   -2.391&   -0.297&   -1.039&   -0.020 \\
539.62  &   Ti II   &    1.58 &  .122&   119&   -0.094&   -1.028&   -0.060&   -0.931&   -0.027 \\
541.87  &   Ti II   &    1.57 &  .518&   128&   -0.797&   -1.638&   -0.213&   -1.045&   -0.030 \\
867.53  &   Ti II   &    1.07 &  .146&   131&   -0.355&   -1.335&   -0.276&   -1.180&   -0.212 \\
403.90  &   Cr I    &   3.85  & .523 &  101 &  -0.184  & -1.144 &    0.047 &  -0.742 &  0.172  \\
403.93  &   Cr I    &   3.85  & .090 &    98 &  0.145 &   -0.803&    0.157 &  -0.689 &  0.172  \\
420.44  &   Cr I    &   3.98  & .208 &    98 &  0.062 &   -0.871&    0.100 &  -0.707 &  0.143  \\
446.07  &   Cr I    &   2.71  & .161 &  104 &   0.050  & -1.012 &    0.076 &  -0.903 &  0.101  \\
453.51  &   Cr I    &   2.54  & .433 &  107 &  -0.153  & -1.273 &    0.007 &  -0.986 &  0.090  \\
454.07  &   Cr I    &   3.10  & .632 &  102 &  -0.763  & -1.568 &  -0.079  & -0.904  & 0.089  \\
454.59  &   Cr I    &   0.94  & .842 &  101 &  -2.779  & -3.132 &  -0.040  & -1.067  & 0.088  \\
464.19  &   Cr I    &   3.85  & .073 &    99  &   0.057 &  -0.985 &   0.062 &  -0.789 &  0.073 \\
481.61  &   Cr I    &   4.53  & .047 &    95  &   0.026 &  -0.773 &   0.035 &  -0.664 &  0.048 \\
493.11  &   Cr I    &   5.54  & .046 &    89  &   0.003 &  -0.647 &   0.015 &  -0.539 &  0.032 \\
496.49  &   Cr I    &   0.94  & .471 &  115 &  -0.224  & -1.595 &  -0.041  & -1.257  & 0.027 \\
512.21  &   Cr I    &   1.03  & .140 &  112 &  -0.031  & -1.271 &  -0.012  & -1.184  & 0.006 \\
524.75  &   Cr I    &   0.96  & .749 &  102 &  -2.349  & -2.758 &  -0.171  & -1.233  & -0.010 \\
527.19  &   Cr I    &   3.45  & .269 &  102 &  -0.185  & -1.097 &  -0.089  & -0.895  & -0.013 \\
528.71  &   Cr I    &   3.44  & .118 &  101 &  -0.072  & -0.977 &  -0.044  & -0.865  & -0.014 \\
529.73  &   Cr I    &   2.89  & .701 &    94 & -1.855 &  -2.218 &  -0.278 &  -0.972 &  -0.016 \\
530.07  &   Cr I    &   0.98  & .612 &  110 &  -0.974  & -2.005 &  -0.130  & -1.286  & -0.016 \\
534.83  &   Cr I    &   1.00  & .784 &  100 &  -2.934  & -3.281 &  -0.229  & -1.172  & -0.022 \\
569.47  &   Cr I    &   3.86  & .181 &  100 &  -0.177  & -1.022 &  -0.118  & -0.854  & -0.060 \\
578.30  &   Cr I    &   3.32  & .319 &  103 &  -0.346  & -1.221 &  -0.175  & -0.965  & -0.069 \\
633.01  &   Cr I    &   0.94  & .267 &  114 &  -0.258  & -1.486 &  -0.171  & -1.300  & -0.117 \\
663.00  &   Cr I    &   1.03  & .056 &  112 &  -0.159  & -1.299 &  -0.149  & -1.239  & -0.139 \\
666.10  &   Cr I    &   4.19  & .110 &    99 &  -0.225 &  -0.997 &  -0.186 &  -0.852 &  -0.141 \\
688.25  &   Cr I    &   3.44  & .266 &  103 &  -0.444  & -1.247 &  -0.269  & -1.004  & -0.156 \\
692.60  &   Cr I    &   3.45  & .157 &  102 &  -0.289  & -1.115 &  -0.220  & -0.972  & -0.158 \\
697.84  &   Cr I    &   3.46  & .459 &    99 &  -1.147 &  -1.681 &  -0.403 &  -1.042 &  -0.162 \\
735.59  &   Cr I    &   2.89  & .492 &    99 &  -1.484 &  -1.952 &  -0.435 &  -1.131 &  -0.180 \\
894.71  &   Cr I    &   3.09  & .208 &  105 &  -0.480  & -1.302 &  -0.321  & -1.084  & -0.215 \\
929.04  &   Cr I    &   2.53  & .352 &  105 &  -0.978  & -1.704 &  -0.404  & -1.203  & -0.216 \\
957.18  &   Cr I    &   2.53  & .102 &  107 &  -0.304  & -1.226 &  -0.257  & -1.117  & -0.215 \\
458.82  &   Cr II   &    4.07 &  .717 &  105 &  -1.462 &  -1.832 &  -0.298 &  -0.646 &  0.081 \\
461.66  &   Cr II   &    4.07 &  .495 &  100 &  -0.642 &  -1.067 &  -0.156 &  -0.617 &  0.077 \\
523.73  &   Cr II   &    4.07 &  .511 &  103 &  -0.927 &  -1.297 &  -0.302 &  -0.705 &  -0.009 \\
530.84  &   Cr II   &    4.07 &  .254 &     97&  -0.324 &  -0.823&  -0.147 &  -0.628 &  -0.017 \\
531.06  &   Cr II   &    4.07 &  .134 &     94&  -0.152 &  -0.689&  -0.082 &  -0.584 &  -0.017 \\
531.35  &   Cr II   &    4.07 &  .354 &  100  & -0.524 &  -0.972 &  -0.209 &  -0.664 &  -0.018  \\
550.86  &   Cr II   &    4.15 &  .157 &    95 &  -0.215 &  -0.725 &  -0.122 &  -0.601 &  -0.040 \\
539.46  &   Mn I    &   0.00  & .486 &  123 &  -0.275  & -1.886 &  -0.085  & -1.491  & -0.027 \\
402.24  &   Fe I    &   2.40  & .321 &  112 &    0.094 &  -1.219 &   0.141 &  -1.050 &   0.175  \\
409.15  &   Fe I    &   2.83  & .765 &  104 &  -1.272  & -1.988 &    0.035 &  -1.003 &   0.163  \\
411.44  &   Fe I    &   2.83  & .881 &    97 &  -2.762 &  -3.065 &  -0.059 &  -0.877 &    0.159 \\
411.49  &   Fe I    &   3.37  & .769 &  101 &  -1.405  & -1.974 &  -0.005  & -0.912  &   0.159  \\
412.44  &   Fe I    &   3.64  & .414 &  107 &  -0.039  & -1.151 &   0.084  & -0.892  &   0.157  \\
419.44  &   Fe I    &   2.73  & .280 &  110 &   0.065  & -1.161 &   0.110  & -1.010  & 0.145    \\
423.27  &   Fe I    &   0.11  & .795 &  118 &  -1.635  & -2.634 &   0.083  & -1.431  & 0.139    \\
428.15  &   Fe I    &   2.45  & .120 &  110 &   0.104  & -1.108 &   0.117  & -1.028  & 0.130    \\
434.71  &   Fe I    &   0.00  & .608 &  127 &  -0.100  & -1.983 &   0.077  & -1.489  & 0.119    \\
438.92  &   Fe I    &   0.05  & .835 &  116 &  -2.581  & -3.146 &  -0.753  & -2.274  & 0.113 \\
443.96  &   Fe I    &   3.05  & .277 &  109 &   0.005  & -1.146 &   0.062  & -0.987  & 0.105 \\
443.98  &   Fe I    &   2.27  & .662 &  111 &  -0.694  & -1.840 &   0.002  & -1.148  & 0.105 \\
444.28  &   Fe I    &   2.17  & .755 &  106 &  -1.591  & -2.236 &  -0.018  & -1.142  & 0.104 \\
444.54  &   Fe I    &   0.08  & .573 &  126 &  -0.095  & -1.926 &   0.061  & -1.480  & 0.104 \\
447.80  &   Fe I    &   2.20  & .271 &  113 &  0.022   &-1.260  &   0.066  & -1.112  & 0.099 \\
448.97  &   Fe I    &   0.12  & .874 &  111 &  -3.387  & -3.877 &   0.015  & -1.294  & 0.097 \\
451.08  &   Fe I    &   3.60  & .139 &  105 &  0.046   &-0.986  &   0.069  & -0.886  & 0.093 \\
452.58  &   Fe I    &   2.88  & .252 &  109 &  0.005   &-1.159  &   0.053  & -1.015  & 0.091 \\
452.77  &   Fe I    &   3.25  & .367 &  109 &  -0.086  & -1.212 &   0.024  & -0.985  & 0.091 \\
454.64  &   Fe I    &   4.19  & .086 &  101 &   0.056  & -0.891 &   0.071  & -0.796  & 0.088 \\
455.16  &   Fe I    &   3.94  & .354 &  105 &  -0.114  & -1.120 &   0.007  & -0.886  & 0.087 \\
456.14  &   Fe I    &   2.76  & .411 &  111 &  -0.112  & -1.329 &   0.018  & -1.068  & 0.085 \\
457.47  &   Fe I    &   2.28  & .702 &  108 &  -1.185  & -2.034 &  -0.036  & -1.151  & 0.083 \\
459.35  &   Fe I    &   3.94  & .340 &  105 &  -0.109  & -1.111 &   0.004  & -0.887  & 0.081 \\
459.87  &   Fe I    &   3.69  & .188 &  105 &   0.005  & -1.015 &   0.044  & -0.892  & 0.080 \\
460.20  &   Fe I    &   1.60  & .793 &  106 &  -2.215  & -2.699 &  -0.044  & -1.213  & 0.079 \\
463.01  &   Fe I    &   2.28  & .779 &  102 &  -2.093  & -2.542 &  -0.078  & -1.113  & 0.075 \\
465.75  &   Fe I    &   2.84  & .408 &  111 &  -0.139  & -1.330 &  -0.001  & -1.065  & 0.071 \\
467.28  &   Fe I    &   1.61  & .373 &  117 &  -0.053  & -1.457 &   0.025  & -1.238  & 0.069 \\
473.35  &   Fe I    &   1.48  & .818 &  105 &  -2.717  & -3.132 &  -0.088  & -1.208  & 0.060 \\
474.15  &   Fe I    &   2.83  & .763 &  100 &  -1.970  & -2.399 &  -0.127  & -1.046  & 0.058 \\
474.51  &   Fe I    &   2.22  & .162 &  112 &   0.015  & -1.205 &   0.037  & -1.109  & 0.058 \\
477.60  &   Fe I    &   3.30  & .304 &  108 &  -0.093  & -1.177 &  -0.007  & -0.990  & 0.053 \\
478.59  &   Fe I    &   4.14  & .322 &  104 &  -0.146  & -1.098 &  -0.030  & -0.875  & 0.052 \\
479.05  &   Fe I    &   4.15  & .104 &  102 &   0.008  & -0.925 &   0.029  & -0.827  & 0.051 \\
479.39  &   Fe I    &   3.05  & .097 &  107 &   0.020  & -1.058 &   0.035  & -0.980  & 0.051 \\
479.87  &   Fe I    &   1.61  & .395 &  117 &  -0.098  & -1.498 &   0.000  & -1.253  & 0.050 \\
480.25  &   Fe I    &   4.61  & .164 &  100 &  -0.029  & -0.927 &   0.008  & -0.779  & 0.050 \\
480.81  &   Fe I    &   3.25  & .336 &  108 &  -0.125  & -1.219 &  -0.019  & -1.007  & 0.049 \\
480.99  &   Fe I    &   3.57  & .229 &  106 &  -0.055  & -1.083 &   0.002  & -0.938  & 0.049 \\
487.43  &   Fe I    &   3.06  & .286 &  109 &  -0.091  & -1.203 &  -0.014  & -1.029  & 0.040 \\
488.54  &   Fe I    &   3.88  & .722 &   96 &  -1.746 &  -2.139 &  -0.217 &  -0.908 &  0.038 \\
490.86  &   Fe I    &   2.48  & .085 &  110 &  0.011   &-1.136  &   0.023  & -1.067  & 0.035 \\
491.72  &   Fe I    &   4.19  & .650 &   99 &  -1.247 &  -1.770 &  -0.200 &  -0.894 &  0.034 \\
492.47  &   Fe I    &   2.27  & .808 &  100 &  -2.723  & -3.077 &  -0.105  & -0.969  & 0.033 \\
496.25  &   Fe I    &   4.18  & .583 &  102 &  -0.875  & -1.560 &  -0.169  & -0.914  & 0.027 \\
496.99  &   Fe I    &   4.22  & .715 &   94 &  -1.746 &  -2.112 &  -0.266 &  -0.859 &  0.026 \\
498.54  &   Fe I    &   2.86  & .815 &   97 &  -2.878 &  -3.183 &  -0.180 &  -0.872 &  0.024 \\
498.62  &   Fe I    &   4.20  & .535 &  103 &  -0.668  & -1.443 &  -0.151  & -0.915  & 0.024 \\
499.27  &   Fe I    &   4.26  & .109 &  101 &  -0.027  & -0.933 &  -0.003  & -0.831  & 0.023 \\
499.54  &   Fe I    &   4.26  & .162 &  102 &  -0.059  & -0.971 &  -0.018  & -0.843  & 0.023 \\
501.64  &   Fe I    &   4.26  & .371 &  104 &  -0.272  & -1.172 &  -0.090  & -0.890  & 0.020 \\
502.96  &   Fe I    &   3.41  & .564 &  106 &  -0.746  & -1.613 &  -0.133  & -1.036  & 0.018 \\
504.42  &   Fe I    &   2.85  & .722 &  101 &  -1.899  & -2.344 &  -0.178  & -1.082  & 0.016 \\
505.46  &   Fe I    &   3.64  & .445 &  107 &  -0.379  & -1.350 &  -0.103  & -0.995  & 0.015 \\
505.84  &   Fe I    &   3.64  & .147 &  105 &  -0.051  & -1.038 &  -0.017  & -0.931  & 0.014 \\
506.71  &   Fe I    &   4.22  & .671 &   97 &  -1.490  & -1.922 &  -0.251  & -0.893  & 0.013 \\
507.47  &   Fe I    &   4.20  & .809 &   89 &  -2.966 &  -3.191 &  -0.423 &  -0.754 &  0.012 \\
507.97  &   Fe I    &   0.99  & .825 &  107 &  -3.220  & -3.65J &  -0.070  & -1.084  & 0.012 \\
